card_log_number,description,location_name,lower_river_mile,upper_river_mile,Sample Year,sample_datetime,samplers,card_number,position_number,fork_length_cm,poh_length,sex_type_description,mark_types,cwt_bag_number,snout_number,origin_type_description,gilbert_rich,european,card_sequence,species_code,species_description,card_type_description,fishery_type_description,gear_description,otolith_number,dna_number,carcass_tag_number
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70115,12,82,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,48,22OZ48,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70115,13,74,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,49,22OZ49,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70115,14,77,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,50,22OZ50,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70115,15,79,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,51,22OZ51,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70115,16,75,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,52,22OZ52,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70115,17,69,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,53,22OZ53,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70115,18,71,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,54,22OZ54,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70115,19,68,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,55,22OZ55,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70115,20,73,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,56,22OZ56,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,1,72,,Male,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,57,22OZ57,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,2,65,,Male,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,58,22OZ58,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,3,81,,Male,Unmarked,,,,,,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,59,22OZ59,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,4,75,,Male,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,60,22OZ60,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,5,66,,Male,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,61,22OZ61,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,6,73,,Male,Unmarked,,,,3?,0.2,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,62,22OZ62,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,7,69,,Male,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,63,22OZ63,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,8,75,,Male,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,64,22OZ64,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,9,72,,Male,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,65,,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,10,71,,Male,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,66,,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-07,KK/CM,A70116,11,75,,Male,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,67,22OZ67,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,1,76,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,88,22OZ88,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,2,80,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,89,22OZ89,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,3,77,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,90,22OZ90,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,4,72,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,91,22OZ91,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,5,70,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,92,22OZ92,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,6,77,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,93,22OZ93,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,7,75,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,94,22OZ94,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,8,76,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,95,22OZ95,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,9,71,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,96,22OZ96,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,10,82,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,97,22OZ97,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,11,76,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,98,22OZ98,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,12,73,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,99,22OZ99,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70008,13,71,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,100,22OZ100,
23-1-17-44421,WRIA 07.0940,Wallace River,,,2022,2022-11-14,PV/KK,A70010,1,75,,Female,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,121,22OZ121,
23-1-17-44421,WRIA 07.0940,Wallace River,,,2022,2022-11-14,PV/KK,A70010,2,69,,Female,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,122,22OZ122,
23-1-17-44421,WRIA 07.0940,Wallace River,,,2022,2022-11-14,PV/KK,A70010,3,72,,Female,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,123,22OZ123,
23-1-17-44421,WRIA 07.0940,Wallace River,,,2022,2022-11-14,PV/KK,A70010,4,75,,Female,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,124,22OZ124,
23-1-17-44421,WRIA 07.0940,Wallace River,,,2022,2022-11-14,PV/KK,A70010,5,74,,Female,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,125,22OZ125,
23-1-17-44421,WRIA 07.0940,Wallace River,,,2022,2022-11-14,PV/KK,A70010,6,76,,Female,Unmarked,,,,,,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,126,22OZ126,
23-1-17-44421,WRIA 07.0940,Wallace River,,,2022,2022-11-14,PV/KK,A70010,7,75,,Female,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,127,22OZ127,
23-1-17-44421,WRIA 07.0940,Wallace River,,,2022,2022-11-14,PV/KK,A70010,8,76,,Female,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,128,22OZ128,
23-1-17-44421,WRIA 07.0940,Wallace River,,,2022,2022-11-14,PV/KK,A70010,9,72,,Female,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,129,22OZ129,
23-1-17-44421,WRIA 07.0940,Wallace River,,,2022,2022-11-14,PV/KK,A70010,10,67,,Female,Unmarked,,,,3?,0.2,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,130,22OZ130,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,1,73,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,101,22OZ101,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,2,68,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,102,22OZ102,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,3,66,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,103,22OZ103,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,4,67,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,104,22OZ104,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,5,80,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,105,22OZ105,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,6,66,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,106,22OZ106,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,7,71,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,107,22OZ107,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,8,64,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,108,22OZ108,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,9,71,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,109,22OZ109,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,10,76,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,110,22OZ110,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,11,75,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,111,22OZ111,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,12,73,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,112,22OZ112,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,13,77,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,113,22OZ113,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,14,73,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,114,22OZ114,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,15,68,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,115,22OZ115,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,16,75,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,116,22OZ116,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,17,73,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,117,22OZ117,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,18,66,,Female,Unmarked,,,,3?,0.2,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,118,22OZ118,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,19,75,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,119,22OZ119,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,PV/KK,A70019,20,70,,Female,Unmarked,,,,4?,0.3,3,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,120,22OZ120,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,1,86,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,68,22OZ68,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,2,81,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,69,22OZ69,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,3,79,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,70,22OZ70,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,4,68,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,71,22OZ71,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,5,69,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,72,22OZ72,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,6,76,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,73,22OZ73,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,7,73,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,74,22OZ74,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,8,79,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,75,22OZ75,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,9,72,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,76,22OZ76,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,10,82,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,77,22OZ77,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,11,76,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,78,22OZ78,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,12,78,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,79,22OZ79,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,13,75,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,80,22OZ80,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,14,77,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,81,22OZ81,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,15,79,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,82,22OZ82,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,16,77,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,83,22OZ83,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,17,76,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,84,22OZ84,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,18,79,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,85,22OZ85,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,19,72,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,86,22OZ86,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-14,KK/CM,A70422,20,74,,Male,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,87,22OZ87,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,1,70,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,171,22OZ171,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,2,76,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,172,22OZ172,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,3,76,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,173,22OZ173,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,4,74,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,174,22OZ174,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,5,71,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,175,22OZ175,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,6,72,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,176,22OZ176,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,7,75,,Male,Unmarked,,,,3?,0.2,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,177,22OZ177,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,8,73,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,178,22OZ178,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,9,78,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,179,22OZ179,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,10,73,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,180,22OZ180,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,11,77,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,181,22OZ181,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,12,72,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,182,22OZ182,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,13,76,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,183,22OZ183,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,14,79,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,184,22OZ184,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,15,72,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,185,22OZ185,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,16,69,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,186,22OZ186,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,17,73,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,187,22OZ187,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,18,76,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,188,22OZ188,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,19,80,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,189,22OZ189,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70117,20,74,,Male,Unmarked,,,,4?,0.3,,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,190,22OZ190,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,1,71,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,151,22OZ151,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,2,67,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,152,22OZ152,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,3,76,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,153,22OZ153,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,4,69,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,154,22OZ154,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,5,72,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,155,22OZ155,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,6,71,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,156,22OZ156,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,7,68,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,157,22OZ157,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,8,68,,Female,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,158,22OZ158,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,9,66,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,159,22OZ159,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,10,66,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,160,22OZ160,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,11,77,,Female,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,161,22OZ161,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,12,69,,Female,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,162,22OZ162,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,13,73,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,163,22OZ163,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,14,70,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,164,22OZ164,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,15,75,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,165,22OZ165,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,16,70,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,166,22OZ166,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,17,71,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,167,22OZ167,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,18,78,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,168,22OZ168,
