card_log_number,location_name,lower_river_mile,upper_river_mile,sample_datetime,samplers,card_number,position_number,fork_length_cm,poh_length,sex_type_description,mark_types,cwt_bag_number,snout_number,origin_type_description,gilbert_rich,european,card_sequence,species_code,species_description,card_type_description,fishery_type_description,gear_description,otolith_number,dna_number,carcass_tag_number
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,11,69,,Male,Unmarked,,,,Unreadable,Unreadable,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,441,897,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,12,73,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,442,898,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,13,74,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,443,899,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,14,71,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,444,900,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,15,75,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,445,901,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,16,79,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,446,902,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,17,69,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,447,903,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,18,74,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,448,904,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,19,76,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,449,905,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23030,20,77,,Male,Unmarked,,,,4?,0.3,6-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,450,906,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,1,68,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,451,907,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,2,78,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,452,908,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,3,67,,Male,Unmarked,,,,3?,0.2,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,453,,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,4,74,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,454,910,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,5,67,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,455,911,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,6,76,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,456,912,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,7,70,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,458,,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,8,76,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,459,914,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,9,75,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,457,915,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,10,70,,Male,Unmarked,,,,3?,0.2,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,460,916,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,11,64,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,461,917,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,12,70,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,462,918,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,13,66,,Male,Unmarked,,,,3?,0.2,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,463,919,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,14,73,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,464,920,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,15,63,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,465,921,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,16,68,,Male,Unmarked,,,,3?,0.2,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,466,922,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,17,66,,Male,Unmarked,,,,4?,0.3,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,467,923,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,18,71,,Male,Unmarked,,,,3?,0.2,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,468,924,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,19,66,,Female,Unmarked,,,,3?,0.2,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,469,,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,FG,S23031,20,64,,Female,Unmarked,,,,3?,0.2,6-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,470,926,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,1,69,,Male,Unmarked,,,,Unreadable,Unreadable,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,501,2000,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,2,74,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,502,947,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,3,74,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,503,948,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,4,77,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,504,949,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,5,78,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,505,950,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,6,66,,Male,Unmarked,,,,3?,0.2,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,506,951,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,7,72,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,507,952,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,8,69,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,508,953,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,9,69,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,509,654,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,10,63,,Male,Unmarked,,,,3?,0.2,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,910,955,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,11,73,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,511,956,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,12,66,,Male,Unmarked,,,,3?,0.2,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,512,957,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,13,67,,Female,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,513,958,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,14,74,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,514,959,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,15,68,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,515,960,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,16,77,,Male,Unmarked,,,,3?,0.2,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,516,961,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,17,77,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,517,962,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,18,71,,Male,Unmarked,,,,3?,0.2,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,518,963,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,19,64,,Female,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,519,964,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,JN/BD/AN,S23032,20,68,,Male,Unmarked,,,,4?,0.3,6-Jun,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,520,965,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,1,69,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,471,927,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,2,65,,Female,Unmarked,,,,3?,0.2,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,472,928,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,3,68,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,473,929,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,4,72,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,474,,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,5,68,,Female,Unmarked,,,,3?,0.2,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,475,931,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,6,64,,Female,Unmarked,,,,Unreadable,Unreadable,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,476,932,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,7,71,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,477,933,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,8,67,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,478,934,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,9,70,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,479,935,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,10,65,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,480,936,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,11,65,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,481,937,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,12,68,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,482,938,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,13,65,,Female,Unmarked,,,,3?,0.2,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,483,939,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,14,64,,Female,Unmarked,,,,3?,0.2,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,484,940,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,15,69,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,485,941,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,16,65,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,486,942,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,17,71,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,487,943,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,18,71,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,488,944,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,19,72,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,489,945,
25-1-13-34208,Wallace River Hatchery,,,2024-11-19,KC/FO,S23033,20,71,,Female,Unmarked,,,,4?,0.3,6-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,490,946,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,1,67,,Male,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,547,1068,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,2,74,,Male,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,548,1069,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,3,72,,Female,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,549,1070,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,4,69,,Male,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,550,1071,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,5,75,,Male,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,551,1072,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,6,73,,Male,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,552,1073,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,7,66,,Female,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,553,1074,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,8,71,,Female,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,554,1075,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,9,68,,Female,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,555,1076,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,10,74,,Female,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,556,1077,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,11,62,,Female,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,557,1078,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,BD,A81817,12,70,,Female,Unmarked,,,,4?,0.3,4-Apr,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,558,1079,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,1,70,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,619,974,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,2,68,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,620,975,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,3,76,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,621,994,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,4,73,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,622,995,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,5,67,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,623,996,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,6,72,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,624,997,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,7,69,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,625,998,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,8,72,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,626,999,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,9,72,,Male,Unmarked,,,,3?,0.2,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,627,1000,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,10,68,,Male,Unmarked,,,,3?,0.2,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,628,1001,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,11,70,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,629,1002,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,12,69,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,630,1003,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,13,67,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,631,1004,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,14,71,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,632,1005,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,15,73,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,633,1006,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,16,66,,Male,Unmarked,,,,3?,0.2,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,634,1007,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,17,70,,Male,Unmarked,,,,3?,0.2,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,635,1008,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,18,64,,Male,Unmarked,,,,3?,0.2,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,636,1009,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,19,72,,Male,Unmarked,,,,4?,0.3,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,637,1010,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87814,20,71,,Male,Unmarked,,,,3?,0.2,4-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,638,1011,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,1,67,,Male,Unmarked,,,,3?,0.2,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,,,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,2,77,,Male,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,530,1051,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,3,71,,Male,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,531,1052,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,4,68,,Male,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,532,1053,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,5,79,,Male,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,533,1054,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,6,73,,Male,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,534,1055,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,7,73,,Male,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,535,1056,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,8,71,,Male,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,536,1057,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,9,69,,Male,Unmarked,,,,3?,0.2,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,537,1058,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,10,66,,Male,Unmarked,,,,3?,0.2,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,538,1059,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,11,62,,Male,Unmarked,,,,3?,0.2,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,539,1060,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,12,68,,Female,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,540,1061,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,13,70,,Female,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,541,1062,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,14,67,,Female,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,542,1063,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,15,66,,Female,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,543,1064,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,16,65,,Female,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,544,1065,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,17,73,,Male,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,545,1066,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,AN,A87815,18,67,,Female,Unmarked,,,,4?,0.3,4-Mar,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,546,1067,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,1,72,,Male,Unmarked,,,,Unreadable,Unreadable,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,639,1012,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,2,66,,Male,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,640,1013,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,3,61,,Female,Unmarked,,,,3?,0.2,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,641,1014,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,4,66,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,642,1015,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,5,68,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,643,1016,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,6,67,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,644,1017,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,7,67,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,645,1018,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,8,64,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,646,1019,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,9,67,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,647,1020,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,10,67,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,648,1021,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,11,63,,Female,Unmarked,,,,3?,0.2,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,649,1022,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,12,70,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,650,1023,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,13,66,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,651,1024,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,14,72,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,652,1025,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,15,66,,Female,Unmarked,,,,3?,0.2,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,653,1026,
25-1-13-34208,Wallace River Hatchery,,,2024-11-20,,A87816,16,71,,Female,Unmarked,,,,4?,0.3,4-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,654,1027,
